LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2004,60230.6244,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2005,67992.4428,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2006,71773.6408,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2007,77633.5651,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2008,78207.9561,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2009,70897.7752,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2010,80750.3778,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2011,84100.5614,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2012,80645.4485,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2013,77806.5349,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2014,72376.2865,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2015,71972.3043,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2016,74612.1602,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2004,35493.5338,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2005,41118.6313,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2006,45638.3349,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2007,54601.8336,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2008,62007.0364,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2009,50587.5481,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2010,68396.5997,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2011,83463.4243,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2012,79517.054,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2013,82604.6065,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2014,73121.6019,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2015,77296.3715,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2016,81732.4955,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2004,24737.0906,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2005,26873.8115,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2006,26135.3059,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2007,23031.7316,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2008,16200.9197,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2009,20310.2271,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2010,12353.7781,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2011,637.137,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2012,1128.3945,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2013,-4798.0716,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2014,-745.3154,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2015,-5324.0672,
ARG,TRADEGOODSERV,NTRADE,MLN_USD,A,2016,-7120.3354,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1970,9.6729472557,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1971,7.48965755,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1972,2.0125618068,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1973,-6.0443303291,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1974,9.7822146622,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1975,3.9091671112,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1976,7.1428571429,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1977,2.2518822724,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1978,7.0977530848,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1979,7.0648777032,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1980,-4.8531786958,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1981,2.3601595255,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1982,0.5194908989,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1983,7.6328291161,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1984,15.4370348483,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1985,3.7851155052,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1986,10.0240466134,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1987,8.4509015509,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1988,1.0373470785,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1989,4.6693602005,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1990,11.2564741523,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1991,9.4555276189,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1992,7.4098965804,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1993,9.4893442164,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1994,4.4132072092,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1995,9.9597264996,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1996,10.8836967423,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1997,4.5787410807,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1998,1.9155738073,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,1999,9.8919404824,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2000,8.6422789806,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2001,-0.5481168684,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2002,0.49819464,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2003,1.2896224377,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2004,3.4586599123,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2005,2.971531412,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2006,4.1414427433,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2007,4.0086257413,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2008,2.4050553037,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2009,4.6980220245,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2010,0.8601119911,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2011,4.6027458924,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2012,5.3035283805,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2013,5.952889982,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2014,6.7819733078,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2015,6.8652862738,
AUS,TRADEGOODSERV,EXP,AGRWTH,A,2016,5.4772098497,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1959,18597.491,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1960,19525.1596,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1961,22170.0019,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1962,21676.5612,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1963,25251.3942,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1964,25185.2151,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1965,25550.9418,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1966,28352.5241,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1967,29714.4205,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1968,31652.1913,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1969,36848.993,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1970,40413.3767,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1971,43440.2002,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1972,44314.4611,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1973,41635.9487,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1974,45708.8665,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1975,47495.7025,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1976,50888.2527,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1977,52034.1962,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1978,55727.455,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1979,59664.5316,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1980,56768.9052,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1981,58108.7419,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1982,58410.6116,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1983,62868.9937,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1984,72574.1022,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1985,75321.1158,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1986,82871.3396,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1987,89874.7149,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1988,90807.0276,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1989,95047.1348,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1990,105746.091,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1991,115744.9418,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1992,124321.5223,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1993,136118.8195,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1994,142126.025,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1995,156281.3884,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1996,173290.5808,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1997,181225.1078,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1998,184696.6085,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1999,202966.6871,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2000,220507.6344,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2001,219298.9949,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2002,220391.5307,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2003,223233.7494,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2004,230954.6456,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2005,237817.5354,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2006,247666.6125,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2007,257594.6401,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2008,263789.9336,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2009,276182.8428,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2010,278558.3245,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2011,291379.6564,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2012,306833.0591,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2013,325098.4936,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2014,347146.5866,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2015,370979.1936,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2016,391298.5025,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1970,12.6612743152,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1971,12.8257594496,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1972,14.1550216146,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1973,13.1519989379,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1974,14.2814973082,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1975,13.523127396,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1976,14.0229047371,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1977,13.628173472,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1978,14.3119823209,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1979,16.4394672223,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1980,14.9120673219,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1981,13.5410377627,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1982,13.594733224,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1983,13.5802179773,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1984,15.2599876551,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1985,15.0137418078,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1986,15.4943135477,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1987,15.9841455057,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1988,15.1458682452,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1989,15.1435630573,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1990,16.0590439018,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1991,16.691403966,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1992,17.5736634128,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1993,18.0058916739,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1994,17.916884871,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1995,18.9391943503,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1996,19.174811045,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1997,19.5955769201,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1998,18.3539555438,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,1999,19.4434818925,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2000,22.2351816064,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2001,20.7831361257,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2002,19.1030041417,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2003,17.2197648262,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2004,18.2853024685,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2005,19.9081266904,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2006,20.2305682651,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2007,20.1886986631,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2008,23.0385074489,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2009,19.8425192001,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2010,21.4728411936,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2011,21.5189738108,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2012,19.9877174385,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2013,21.0757650197,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2014,20.0129640731,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2015,19.2530266256,
AUS,TRADEGOODSERV,EXP,PC_GDP,A,2016,21.2703536283,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1970,3.0658510255,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1971,-7.9743034704,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1972,1.2595796343,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1973,30.3372049457,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1974,2.572800184,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1975,-4.9016310745,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1976,9.5187575516,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1977,-4.6847671071,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1978,8.0684320479,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1979,0.0992685475,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1980,9.4576961219,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1981,11.5683563016,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1982,-8.4412531521,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1983,5.9891700121,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1984,16.6395067166,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1985,-0.2341124495,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1986,-4.7291926876,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1987,11.2249965238,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1988,24.8812372754,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1989,5.6173669308,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1990,-5.7153302462,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1991,3.4983413037,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1992,6.5950686148,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1993,7.5004555987,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1994,16.3433594885,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1995,4.6866706217,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1996,9.8942177682,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1997,10.2464355504,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1998,5.1123401881,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,1999,12.048371483,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2000,-0.9747430761,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2001,1.3488031746,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2002,13.1974479843,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2003,13.4992916414,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2004,12.4994596464,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2005,8.1341620396,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2006,10.5649599566,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2007,14.4422214723,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2008,-3.4244291155,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2009,7.1389625968,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2010,10.2670059372,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2011,11.361426655,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2012,0.2740800911,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2013,-2.3329567685,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2014,0.885564925,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2015,-0.1345070777,
AUS,TRADEGOODSERV,IMP,AGRWTH,A,2016,4.6807664629,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1959,11788.8708,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1960,13263.7073,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1961,11373.1011,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1962,13343.0964,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1963,14843.3047,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1964,17675.1217,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1965,18162.096,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1966,18468.1942,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1967,20294.1433,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1968,20993.9131,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1969,22744.5653,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1970,23441.8798,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1971,21572.5532,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1972,21844.2767,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1973,28471.2196,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1974,29203.7272,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1975,27772.2683,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1976,30415.8432,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1977,28990.9317,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1978,31330.0454,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1979,31361.1462,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1980,34327.1882,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1981,38298.2796,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1982,35065.4249,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1983,37165.5528,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1984,43349.7174,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1985,43248.2303,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1986,41202.9382,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1987,45827.9666,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1988,57230.5317,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1989,60445.3806,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1990,56990.7275,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1991,58984.4577,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1992,62874.5231,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1993,67590.3988,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1994,78636.9407,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1995,82322.3951,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1996,90467.5521,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1997,99737.2515,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1998,104836.1591,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,1999,117467.209,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2000,116322.2055,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2001,117891.1631,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2002,133449.7881,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2003,151464.5641,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2004,170396.8162,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2005,184257.1694,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2006,203723.8655,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2007,233146.1174,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2008,225162.1938,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2009,241236.4386,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2010,266004.1981,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2011,296226.07,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2012,297037.9667,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2013,290108.1993,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2014,292677.2958,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2015,292283.6241,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2016,305964.738,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1970,12.9366812227,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1971,11.9735569896,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1972,11.0204081633,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1973,13.2167217087,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1974,14.7355252246,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1975,13.3837261005,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1976,14.6538261322,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1977,14.593919518,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1978,15.360414312,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1979,15.9126423097,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1980,16.744354229,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1981,16.8337415276,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1982,15.627412617,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1983,15.00902379,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1984,17.3096651981,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1985,18.0861409544,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1986,17.0940111104,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1987,16.6447494335,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1988,16.9791507976,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1989,17.0703629801,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1990,16.1917214062,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1991,16.4189385923,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1992,17.8946157594,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1993,18.5214131429,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1994,19.8846667893,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1995,19.3931375912,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1996,18.9000001801,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1997,20.4748536381,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1998,20.8021606935,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,1999,21.6041545927,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2000,22.1489118374,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2001,20.791226923,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2002,21.2098502675,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2003,19.936527496,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2004,21.0293134437,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2005,21.7258081848,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2006,21.8769841818,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2007,22.7390989652,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2008,22.8264756791,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2009,20.8738652538,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2010,20.5050985738,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2011,21.7681052913,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2012,21.2858616243,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2013,21.5040832799,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2014,21.5344232529,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2015,21.5184465692,
AUS,TRADEGOODSERV,IMP,PC_GDP,A,2016,20.6226164343,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1959,6808.6202,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1960,6261.4523,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1961,10796.9008,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1962,8333.4648,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1963,10408.0895,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1964,7510.0934,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1965,7388.8457,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1966,9884.3299,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1967,9420.2772,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1968,10658.2782,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1969,14104.4277,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1970,16971.4969,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1971,21867.647,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1972,22470.1844,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1973,13164.729,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1974,16505.1393,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1975,19723.4343,
AUS,TRADEGOODSERV,NTRADE,MLN_USD,A,1976,20472.4095,
